x,y
53.426804033275026,68.77759598163891
61.53035802563643,62.562382297945796
47.4756396347861,71.54663223356778
59.81320786951232,87.23092513368738
55.14218841394383,78.21151827079923
52.211796692214,79.64197304980873
39.299566694317065,59.17148932186951
48.10504169176824,75.33124229706307
52.55001444273382,71.30087988685035
45.419730144973755,55.16567714595912
54.351634881228925,82.47884675749792
44.164049496773345,62.00892324572583
58.16847071685778,75.39287042599494
56.727208057096604,81.43619215887864
48.95588856609372,60.72360244067397
44.6871962314809,82.8925037314537
60.297326851333466,97.37989686216608
45.61864377295583,48.84715331735507
38.816817537445644,56.8772131862685
66.1898166067526,83.87856466460275
65.41605174513407,118.5912173025225
47.48120860786787,57.25181946226897
41.57564261748703,51.391744079832314
51.84518690563943,75.38065166531234
59.37082201108952,74.76556403215137
57.31000343834809,95.45505292257471
63.61556125145329,95.2293660175553
46.73761940797697,79.05240616956559
50.556760148547774,83.4320714213237
52.22399608555305,63.358790317497885
35.56783004774663,41.41288530370056
42.43647694405564,76.61734128007404
58.16454011019286,96.76956642610821
57.504447615341775,74.08413011660254
45.440530725319974,66.5881444142286
61.89622268029126,77.76848241779301
33.09383173616396,50.719588912312076
36.436009511386864,62.12457081807179
37.675654860850734,60.81024664990221
44.555608383275356,52.68298336638778
43.31828263186572,58.569824717692875
50.07314563228904,82.90598148507051
43.870612645218365,61.424709804339116
62.99748074755309,115.24415280079529
32.669043763467194,45.57058882337609
40.166899008703695,54.08405479622361
53.575077531673664,87.99445275811043
33.86421497177824,52.72549437590042
64.7071386661213,93.57611869265823
38.11982402682281,80.16627544737095
44.5025380646451,65.10171157056033
40.59953838455232,65.56230126040037
41.72067635634129,65.28088692082282
51.0886346783368,73.4346415463243
55.0780959049232,71.13972785861894
41.3777265348952,79.10282968354986
62.49469742726979,86.52053844034715
49.203887540825995,84.7426978078262
41.102685187349664,59.358850248624925
41.18201610516983,61.68403752483361
50.1863894948806,69.84760415824918
52.378446219236224,86.0982912057741
50.135485486286115,59.10883926769964
33.64470600619178,69.89968164362763
39.55790122290683,44.8624907111644
56.13038881687546,85.49806777884022
57.36205213323824,95.53668684646723
60.269214393997906,70.2519344197716
35.678093889410725,52.72173496477498
31.58811699813283,50.3926701350799
53.66093226167304,63.642398775657746
46.682228649471924,72.24725106866238
43.10782021910247,57.8125129761814
70.34607561504933,104.2571015854382
44.49285588085407,86.642020318822
57.5045333032684,91.48677800011014
36.930076609191815,55.23166088621284
55.80573335794274,79.55043667850762
38.95476907337706,44.8471242424676
56.90121470224707,80.20752313968275
56.868900661384046,83.14274979204346
34.33312470421609,55.72348926054392
59.04974121466682,77.63418251167785
57.788223993230666,99.05141484174827
54.28232870596741,79.12064627468001
51.088719898979136,69.58889785111847
50.282836348230724,69.51050331149439
44.21174175209011,73.68756431831729
38.00548800806069,61.36690453724013
32.940479942618296,67.17065576899512
53.69163957107006,85.66820314500154
68.76573426962166,114.85387123391394
46.23096649831025,90.12357206996742
68.31936081825536,97.91982103524285
50.030174340312136,81.53699078301506
49.239765342753756,72.11183246961566
50.039575939875995,85.23200734232566
48.14985889102886,66.22495788805463
25.128484647772304,53.45439421485053
